time,aX,aY,aZ,gX,gY,gZ,aX_T,aY_T,aZ_T,gX_T,gY_T,gZ_T
19997128.0,0.845908,-0.564224,0.019205,-0.019669,-0.024957,-0.030078,0.8232405771521978,-0.025607679734963525,-0.4034288830879357,0.016811541083679955,0.029892497024776667,-0.027170171181195385
19997138.0,0.845175,-0.564469,0.015051,-0.020308,-0.028623,-0.031897,0.815473617742508,-0.021589449388131638,-0.3936096639720723,0.020422884793029353,0.03167310224502369,-0.028789407303849233
19997148.0,0.844442,-0.563735,0.014318,-0.013278,-0.030456,-0.038567,0.8066283776859309,-0.020988593104441514,-0.3835629910653809,0.024874058262070526,0.038305971241014564,-0.02247711062075565
19997158.0,0.846886,-0.56178,0.013585,-0.015196,-0.029845,-0.043418,0.797466588718331,-0.020454465639125386,-0.3702175992182965,0.024044202130572147,0.04315703130368799,-0.02379311156525533
19997168.0,0.846397,-0.563491,0.013097,-0.020308,-0.035344,-0.044024,0.7907226360884665,-0.020162558825399957,-0.36091260057960883,0.028088150310249957,0.04370683882754118,-0.03000822933550305
19997178.0,0.842731,-0.56398,0.014807,-0.022865,-0.0329,-0.047662,0.7817389281411805,-0.022076376796215085,-0.3543335940083069,0.025451863678698682,0.04736476487729648,-0.031395320549396546
19997188.0,0.841997,-0.563735,0.012608,-0.01903,-0.036566,-0.048875,0.7728165633929166,-0.02003919464767167,-0.344814491978467,0.030462457826387648,0.04852303456836222,-0.02838190727299837
19997198.0,0.838086,-0.56178,0.015295,-0.017113,-0.037788,-0.04463,0.7698358836903595,-0.022698481155744552,-0.34803655013727564,0.032118224896090945,0.044261999301242826,-0.02686856267798674
19997260.0,0.842975,-0.557135,0.008699,-0.012639,-0.035344,-0.016131,0.7579046629448549,-0.01621350078560017,-0.3318685939654377,0.03098674023139565,0.015773332455181362,-0.021451706950504648
19997270.0,0.844931,-0.559091,0.012119,-0.015835,-0.034122,-0.021588,0.7512469959340352,-0.01981788206625649,-0.32038745313708655,0.029358334954954886,0.0212391837503828,-0.02383453576829533
19997280.0,0.84542,-0.557868,0.011142,-0.019669,-0.032289,-0.028258,0.7409976022448728,-0.019018836750346196,-0.30961122307498884,0.027073299503328437,0.02792868136087682,-0.02673927555947781
19997290.0,0.84102,-0.557379,0.00821,-0.018391,-0.033511,-0.028865,0.7302633881338725,-0.016194105318055634,-0.3039349678045989,0.028918027106087034,0.028510615478267266,-0.025402691596403768
19997300.0,0.840042,-0.558113,0.008699,-0.017752,-0.027401,-0.034322,0.7213645410564551,-0.01684487154659683,-0.295311555123125,0.023491279655449393,0.034024695799185045,-0.023117695493331293
19997310.0,0.841508,-0.561046,0.011875,-0.029895,-0.029234,-0.033109,0.7149298766750714,-0.02011974182604396,-0.2847938680134091,0.023214065174441443,0.0327944296151973,-0.035073868139836734
19997320.0,0.837108,-0.559579,0.015051,-0.029895,-0.024346,-0.028865,0.7028943381973056,-0.02338955618295672,-0.2792382699548096,0.018839389556780283,0.02859685241392989,-0.033866272294774215
19997330.0,0.83222,-0.558113,0.010898,-0.033729,-0.023124,-0.028865,0.7006129144249214,-0.019211103141961006,-0.2837797173843186,0.01693742602492359,0.028618000663992633,-0.037412386714107924
19997392.0,0.84322,-0.560557,0.014074,-0.044594,-0.009682,-0.045237,0.695204224010942,-0.02234510145665892,-0.2640421347093058,0.002575242600508736,0.04515073009406265,-0.0456457207909091
19997402.0,0.838575,-0.558846,0.017006,-0.041398,-0.004793,-0.045237,0.6828340591524705,-0.025071176201866607,-0.25911190442671095,-0.0011248087370245273,0.04518695995356182,-0.041713629396880746
19997412.0,0.84102,-0.558846,0.018472,-0.040759,0.001928,-0.047056,0.6731728376942516,-0.026356662659386867,-0.24759826965634388,-0.007081084922885818,0.047075690723289945,-0.04016239510089049
19997422.0,0.841753,-0.562269,0.017006,-0.043315,0.005594,-0.050088,0.6664909724397511,-0.02471922531419689,-0.23831601765418448,-0.010443479449353388,0.05013623524102723,-0.042350696072760305
19997432.0,0.847375,-0.563002,0.016273,-0.042037,0.009871,-0.048875,0.6576503316405422,-0.02369324149795446,-0.22397479115791333,-0.013972001878891523,0.04896241325181584,-0.04075263043111033
19997442.0,0.847864,-0.56618,0.021404,-0.044594,0.010482,-0.058577,0.6503308510733978,-0.028634360085024794,-0.2150534134881079,-0.014123386092269529,0.058645398102260576,-0.04348573715272697
19997452.0,0.846886,-0.566425,0.01896,-0.049067,0.009871,-0.061002,0.6399766224068979,-0.025917593619323415,-0.20742769393913174,-0.013269478159857543,0.0610224518670807,-0.048233105347830166
19997462.0,0.846886,-0.567402,0.018472,-0.047789,0.014148,-0.067672,0.6409573439236506,-0.025445603945672572,-0.20751760530963256,-0.017306748722837283,0.06776478093766135,-0.0466032715816748
19997524.0,0.835153,-0.56618,0.014318,-0.04012,0.028813,-0.040992,0.628096813906152,-0.020978174257697928,-0.21050671978872768,-0.03111902364750511,0.041333119301702456,-0.03799114434993042
19997533.875,0.83222,-0.567647,0.012608,-0.042037,0.027591,-0.035535,0.6184943887183048,-0.019005335905737927,-0.20496811698895967,-0.029569890826449678,0.03583399999264468,-0.04040612423926585
19997543.75,0.835397,-0.564713,0.009676,-0.045872,0.032479,-0.02462,0.6047086104400918,-0.015644388096364356,-0.19317579700736323,-0.03425306575753952,0.024969696576874395,-0.0443679159310926
19997553.625,0.835642,-0.563002,0.011631,-0.043315,0.033701,-0.017344,0.5916605695525841,-0.017230226933317192,-0.18449710359463586,-0.034881865295467086,0.017713400803408774,-0.042216724973482805
19997563.5,0.833931,-0.563246,0.012119,-0.048428,0.031868,-0.009461,0.5804528989072281,-0.017421845246630117,-0.17804820646439526,-0.032705261964512754,0.009751551182503456,-0.0478082024172381
19997573.375,0.837108,-0.562024,0.012364,-0.04715,0.026979,-0.016738,0.5677584093096315,-0.01724467206365437,-0.16685735994392065,-0.026997214738340183,0.016920201796060436,-0.04707448090582137
19997583.25,0.837842,-0.564469,0.012852,-0.043954,0.031257,-0.019769,0.5585226010827153,-0.017470917427528446,-0.15826553239573346,-0.030569536013174196,0.020039305851245682,-0.0443136233560231
19997593.125,0.838086,-0.565447,0.011875,-0.049067,0.027591,-0.021588,0.5595179630279018,-0.01651142327043736,-0.1580222741778191,-0.026834580356495982,0.021746767187909882,-0.049415169006749395
19997655.0,0.83442,-0.566913,0.012119,-0.053541,0.014148,-0.030078,0.5493220728831759,-0.016597140149736397,-0.1539717786550021,-0.012435020005851439,0.029911882036467424,-0.05405682435632463
19997664.875,0.836864,-0.56618,0.013829,-0.050345,0.012926,-0.030078,0.5366888383273378,-0.018067431984271035,-0.14400289319802825,-0.010559682343575492,0.029891584302857505,-0.0510036555716151
